"","Rating","Text"
"21",0.5,"  I often forgot the movie was about Paul. It was extremely slow paced and a poor portrayal of Paul and Christians in the first century. The faith of the Christians were very contrary to what is written about in the Bible. The entire movie teased a healing miracle that never came. The parts of Paul's life included in the movie were unengaging. Overal: BORING MOVIE!"
"22",3.5,"  Good true story film"
"23",5,"  Great great movie, although I assumed it would be more of a story about Paul's life. Rather than just the ending of it. Still very good especially when he gets greeted in Heaven by the lil girl."
"24",5,"  All about the ending. Great, moving movie."
"25",5,"  I (a grown man who isn't accustomed to crying) was in tears at the happy ending. This is an extremely moving movie. Now officially one of my favorite movies. It was sad to see so few in the theater. But it was a 5:20 showing on a Tuesday. I hope this movie makes plenty; so that more of this quality will follow! Can't recommend this masterpiece enough!"
"26",4,"  Jim Caviezel and James Faulkner were excellent in their portrayal of Luke and Paul. The plot will be hard for some to really get into and its rather slow paced. I will say that most people in the theater stayed until the credits were over and everyone was silent. This movie is thought provoking for sure, it may also pull at you to learn more about your faith or even to become stronger in that faith. Give it a shot at matinee prices if you're unsure about it. Acting is phenomenal by all those in the film. Worth seeing."
"27",5,"  Loved this movie. Great acting. Very moving and incredibly powerful. It has helped me understand Paul's letters and the Acts of the Apostles more clearly and has put voices to my Bible reading."
"28",4.5,"  What an awesome movie!! A must to see."
"29",5,"  Awesome, inspiring film. Well acted and a beautiful story of redemption through Christ."
"30",5,"  This is a great movie, understand this is not about the life of Paul, this is about our call to serve Jesus.... even when we are attacked for our beliefs and actions.May you find as much encouragement as I did, it brought home the life that those in other parts of the World live in today. I pray we never see it this bad in America! God bless"
"31",5,"  This movie was the best biblical movie I've seen since the Passion of the Christ. It is true that the world doesn't know a thing about Love as Luke points out in the movie. I believe that is why many people don't like the movie. But if you understand Agape, you will enjoy the movie."
"32",5,"  It can be very difficult to make a biblical movie. There is a lot of pressure to creat a film that many would believe the source of the story to be fictional and produce a plausable narritive. This film exceeded my expectations. I really didn't know what to expect going into this film after recently viewing ""Samson,"" however, I was thankful I gave it a shot.The production of this film was above average. CGI was not overdone and the acting was inviting into simple biblical narritive that didn't overwhelm nor undercut the struggle of first century life for the believer in Jesus.I was pleased by the accuracy of the historical evidence we have and more over this story didn't attempt to make everything supernatural and mystical. It was encouraging to see the struggle of faith in Jesus as Christ was a challenge from the very beginning of the church.I'm no expert in movie reviews, but I wanted to say this film deserves a go for the person of faith. Again, this film offers a ""plausable"" account of the beginning life of the church. I don't think the message of the film is to convince you that this is what happened at the end of Pauls life. It is a fresh invitation to consider our life, our struggle and our message of the gospel of Jesus to the world we live in."
"33",4.5,"  There are several narratives in this movie that correlate to today's life for believers: My faith sometimes falters because I've never seen Christ; Given the cruelty of world where is God? How should I confront death?A good movie. Will be liked by believers."
"34",4.5,"  ""Paul"" is a good example of hoity-toity critics being divorced from the movie-going audience. A majority of critics gave it a low rating but the audience 89 percent. (Thank you Ann Hornaday of the Washington Postt for giving it a positive review. ) This is a fine, powerful movie, that is unforgettable. It is not for delicate souls. It takes place in the last weeks of St. Paul's life while he is imprisoned in Rome. Christians are in hiding, hunted down like animals. Should they flee Rome or stay? Their fellow Christians are herded into the Collisseum to be devoured by lions as entertainment for the Romans. Does ""turning the other cheek"" make any sense? Ideas like this are very hard to dramatize but this movie succeeds in doing it. It does not shy away from showing the harshness and cruelty of Nero's Rome but it also shows what faith can do. Too bad that today there are more fake and lukewarm Christians around (like the Trump lovers) than Paul's Christians. If you want to know what real Christianity is about see this fine movie"
"35",5,"  This depiction of Paul's life and sacrifice for the gospel will inspire others to ask a very important question.....what am I truly living for?"
"36",3.5,"  A good show! Great cast and location. A tight and well developed plot with true human drama. Jim Caviezel ,joan Whalley and Jon Lymch are superb. A well made intelligent movie that tells a deep story. Worth it."
"37",4,"  Not a perfect film but the interweaving of Biblical text as dialogue was seamless and natural. The humanity of the apostles was real. They were not perfect individuals but they had been changed by the Messiah and this was acted out naturally. Would have been tighter without the Cassius subplot but from a faith-based film perspective, this was a 10."
"38",5,"  This is a great movie expaining an event in History and in the Bible. Loved it!"
"39",5,"  This is a beautiful movie!! The acting was fantastic and story well written!! I love how we see Luke and Paul together speaking of all they have done together. So good!!"
"40",2.5,"  Largely weak, some may like it for the drama aspect and there's some respect in that. But you could give this a miss. Passion of the Christ 2 should be better."
"41",5,"  Love is the only way. Amen"
"42",5,"  Great performance by James Faulkner and Jim Caviezel."
"43",5,"  Excellent movie. Strong performances by James Faulkner and Jim Caviesel. Wonderful how the dialogue weaves in and out of Paul's words in Acts of the Apostles."
"44",2.5,"  There are great actors in this movie. So why was the acting bad? Director. The story was in the realm of being long and tiring. Why is that? The writer. Some of the conversation uses common terms that take away from the classic language. Nice try."
"45",5,"  Well done and worth seeing, looking forward to buying this on bluray when it comes out"
"46",2.5,"  for the story of god it was okay"
"47",5,"  Well worth the viewing this weekend. Rich movie with a difficult subject but ultimately victorious ending. Will cause you to think and be grateful for the sacrifice of Paul and 1st century Christians for our Christian faith. This is an excellent encore for Jim Caviezel (Passion of the Christ) back to Biblical movies. HINT: You will see him again soon in the Passion of the Christ Sequel! RECOMMEND."
"48",4.5,"  the movie was amazing but I wish there was more gore"
"49",2.5,"  As a Catholic, I am a bit ashamed that I do not know enough about St. Paul and the Acts of the Apostle enough to review the movie based upon the original source material--the New Testament itself! However, I can access it based on its merit as a film, and it is, I think for the faithful Christian, recommended viewing.First, I merit the film based on the recent turgid, Hollywood, non-faithful/ ignorant-of-the-faith recent films with faith-based themes, like Ben Hur, Moses, Samson, and Noah--all made by major Hollywood studios and with well-known directors behind them. That they focused solely on mere spectacle divorced from its underlying and most important message of faith is astonishing. Maybe I can say that they all floundered in the box office precisely because of its agnostic message (if there was any) divorced from faith but I think that would be acceding to ignorance. They were just poorly made films, I think, and, divorced from its faith-message, no reason for the true devout Christian to see them.Any faithful believer and adherent of Christianity would recognize that rare movie made by well-intended, well-informed Christian. This film is one of them. (Not to keen on who the director of this film is, nor its writer, the faith message in this film is clearly felt if not clearly intended).So take heart Christians and heed-not the poor reviews that appear from non-Christians for, being ignorant of the faith, they cannot access what's truly important in this film, which is Saul's last attempt at the Good News during the last year of his persecution. It may not be wholly faithful to the Acts of the Apostle but I think God would forgive that and bless its good intentions nonetheless. Recommend viewing for the Christian and the overall general public.I give it two and a half stars for its merit strictly as a film and merits as a film medium including its production values, but to be true, I give it three stars for its success as a faith-based film, which I think merits a separate rating."
"50",5,"  This was a Great Movie!! I loved every minute of it. There needs to be more movies like this. Inspiring and great message. Must watch!"
"51",5,"  I went in with low expectations because of the critics ratings and was pleasantly surprised with the depth of this movie. Olivier Martinez's role as Mauritius was particularly engaging."
"52",5,"  First, the great news. Hollywood made a movie about the Apostle Paul and featured a major TV star in the leading role.The production itself was first rate. The portrayal of the personalities of and relationship between Luke and Paul was intriguing and well considered. My guess is that Paul was indeed a bit of a curmudgeon, which is the way the actor chose to interpret him.The prominent role given to Priscilla and Aquila was enjoyable. These are two wonderful New Testament characters worthy of wider consideration.The reality of Paul's daily life in a dark, dank prison cell really hit home for me, as well as the reality of how his body must have been absolutely wracked with constant pain from years of abuse. Deeply moving and very humbling.I was disappointed by the extended focus on a fictional sub-plot that added nothing to the film when the Book of Acts is filled with so much fascinating material that could have been brought to life.I heard the movie was filled with flashbacks and had assumed they would flesh out some of his missionary journeys. They did not. I also would have liked to see more of Ancient Rome than two houses and a prison cell - although these three scenes certainly provide a glimpse onto the pages of the New Testament.Finally, I thought the portrayal of the 1st Century church as impotent and befuddled was inaccurate. They turned the entire Roman Empire upside down. And they certainly couldn't have done that hunkered down in a state of perpetual fear and confusion.Nevertheless, the film accomplishes much and we should rejoice in that. In just about two weeks, I will be co-leading a biblical tour ""In the Footsteps of Paul"" and we will be visiting the prison featured in the film. It promises to be a very powerful experience...and even more powerful having so recently seen the film.Let's pray for Hollywood to produce more faith-affirming films in the days to come."
"53",2.5,"  The movie is well made, beautifully photographed, well acted. I think the consensus critique above is accurate - simply not enough of Paul's story, which was the reason I went to see it."
"54",5,"  A beautiful story of forgiveness and redemption even fir a persecution. Going to see it again!"
"55",5,"  Biblically sound in regards to doctrine, aligns with history and scripture, and tells the truth of what really happened. Nothing extra and nothing that lacked. Im glad the film makers stuck with telling the truth compared to your typical standard of hollywood entertainment. Very surprised to see the ratings given by critics, deserves way more credit than this. We need more films such as these. Big thumbs up."
"56",5,"  Saw this movie last weekend and it was truly inspiring"
"57",5,"  This is not your average adventure thriller. It is deeply meaningful and bound to be misunderstood by the person with little interest in the values of Christianity. It is artistically and visually well done. The critic above obviously does not even understand that this is not a story taken from Bible. It is written from the point of view of background on what may have been happening as the book of Acts was being written. It demonstrates what was happening historically at the time. I give the movie an A+ in its genre of Christian-themed film."
"58",5,"  Gave me something to think about... I liked the line ""peace begins with you."""
"59",4,"  Solid performances and cinematography. Not the typical cliche approach to a faith based theme. Portrays authentic spiritual struggle of those who wrestle between faith and doubt."
"60",5,"  AUDIENCE SCORE says it all."
"61",5,"  I found this to be a very powerful movie! The cruelty of Nero""s Rome towards the early Christians and what they had to endure was incredible. The actors that played Paul and Luke were terrific!!!"
"62",5,"  This movie was both challenging and amazing!"
"63",5,"  We ventured out to see the movie Paul, the Apostle of Christ with much eagerness and anticipation.The movie is based upon the timeline and scripture of 1st and 2nd Timothy where Paul (James Fulkner) is imprisoned in Rome, already tried for treason, and is waiting for his death sentence to be carried out.The church in Rome is under severe persecution and faces a choice to flee or stay. The church sends Luke (Jim Caviezel) to seek out Paul's guidance in his final moments. While seeking out guidance Luke is also on mission to capture Paul's final thoughts of wisdom.This film is most certainly not for the faint of heart for it truthfully depicts the real life situations of the roman persecution and torture of Christians. There are some graphic scenes suited for a mature audience.The overall central theme of the movie is that love overcomes all situations and is the inspiration of every choice and action a believer should make.It echo's the central message of 1 Corinthians 13, the over flowing grace of Jesus, and includes some of Paul's most defining moments and testimony including his trip to Damascus.Every believer will face various trials and difficulties and although it isn't always clear which road to take it is clear how we should treat one another.The movie inspires the idea of who we are meant to be as Christians and what we were meant to do as the church. This movie will inspire you to appreciate the gospel message that was preserved through the persecution of the apostles and strive to reach further its purpose and meaning in the kingdom."
"64",5,"  Seems like many of the critics were expecting a different movie entirely. This is a story of the early church clinging to faith in the face of persecution, while Paul, at the end of his life, grapples with forgiveness. I found it to be quite dramatic throughout, and for me personally it was an intensely emotional experience."
"65",5,"  Enjoyed very much, good portrayal of Paul"
"66",4,"  Great, great acting. Kind of slow. But super informative. I learned so much."
"67",1,"  There is a treasure trove of great stories about Paul already provided for us in the book of Acts. Why didn't they try to tell us THOSE stories? Instead, we get a rather boring extra-biblical story that makes Luke look like a non-eyewitness."
"68",5,"  The film speaks to everyone...maybe not to critics. Well done and well performed by ALL the actors!"
"69",5,"  Here is what I think on the new movie, Paul, the apostle of Christ. It is like a beautiful meditation over the purest Christian core values without any pietistic attitude. A film, what I was waiting for. It shows the divine and the human in an excellent mixture. One of my favourite scene when Luke, the physician save the Roman's daughter's life with his medical knowledge (instead of healing her in miraculous way, which wa common that time). Brave art movie, showing those christian saints like humans and at the same time help to understand better the unimaginable Divine Mercy. Prepare space in your heart if you plan to watch! And I was just wondering, those critics, whom did't find enough action in the movie: what would they do with.. hmm for example northern europian art movies, or even Stalker ;)"
"70",5,"  Amazing movie! That is just a little bit that our brothers and sisters went through at that time."
"71",5,"  Great movie, captured a lot that was happening in time period you don't hear about. Next to Acts visual Bible this is the best movie about Paul I've seen."
"72",3.5,"  I like these religious movies for some reason, While I'm not a religious person"
"73",4.5,"  This was a very good movie showing how hard it was for the early believers. I really enjoyed this movie!"
"74",5,"  Well done. Must sew"
"75",5,"  Good movie. This movie made me want to learn more about Paul. Plus, I love how this movie shows the relationship between a Christian couple."
"76",5,"  As a believer and follower of Jesus Christ myself, this film gives a truth and realism how Paul came to the love of Christ and wanting to serve his Lord even through the trails he faces as a Christian. If you are a Christian I highly recommend this film."
"77",5,"  The best movie about the Bible I've ever seen. I liked it even better than the Passion. Highly recommended."
"78",5,"  The movie keeps true to the Catholic faith. It is in this world, but not of it."
"79",5,"  Well told, superb acting and no Hollywood agenda slipped into it ! ð???"
"80",5,"  The critics are so utterly predictable. This movie is powerful and uplifting!"
"81",3,"  Grade: BRating: PG-13, 108 minutesIn a Nutshell: Just in time for the Easter season, this Christian movie brings Paul and Luke, both faithful followers of Jesus Christ, to the big screen with their unique friendship and affirming messages.This film is VERY heavy, dark, gory, and even depressing. In that regard, it's very realistic. The film states at the end that is has been ""dedicated to all those who have been persecuted for their faith."" Christians will leave with a feeling of reverence and increased respect for the early Christians.While this movie really won't convince non-believers to turn their lives over to Christ, it is another arrow in the quiver of recent Christian movies that build faith and testimony. Christian movies are slowly getting better and I'm grateful that Christian audiences support them in movie theaters.Two additional Christian movies, a holy trinity of films so to speak, are also in theaters at the same time to celebrate the Easter season: I Can Only Imagine DVD and God's Not Dead: A Light In Darkness (Songs From And Inspired By The Motion Picture).Tips for parents: There are a lot of gruesome images of torture, deaths, bodies burning, and suffering. I'm almost surprised that this movie wasn't rated R because of so many brutal scenes.There is a LOT of talking with not very much action. Most children will be bored. It's definitely not a feel-good popcorn movie for a fun Friday night. It is, however, a thought-provoking film that will make you think and feel.Uplifting theme: Enduring faithForgivenessBe the light.Peace begins with you.""Love is the only way."" - Luke""We cannot repay evil with evil. Evil can only be overcome with good."" - Paul""Men do not die for things they doubt."" - Paul""We live for the Lord. We die for the Lord. Whether we live or die, we belong to the Lord."" - PaulThrough suffering, good can come.Things I liked:I really like Jim Caviezel. Knowing that he is a solid Christian makes me like him even more, especially as he tries to lend his big star name and talent to Christian movies, which are often seen as amateur and cheesy. Jim Caviezel gave impressive strength to Mel Gibson's The Passion Of The Christ Do you want to know what he did with a lot of the money he earned from that movie? He adopted 3 special needs children. Wow.I like the Giving Films logo and the name ""Affirm Films.""The production value was very high. Good technical work.I thought the Lord's Prayer scene was powerful.The end was very sweet.Filming was done in Malta, where Paul actually went on one of his journeys.Some humor.Some of the dialogue was full of rich wisdom.I really like it when movie theaters don't instantly raise the lights when a movie ends. Audiences are able to sit and reflect for a few minutes and even compose themselves before the lights turn back on.I really liked the scene where Luke told Paul that he saw Jesus in him when Paul taught the gospel. What a great compliment. Oh that people could see Christ in us!Things I didn't like:There are a LOT of scenes in dark corners and dungeons, making it hard to see what's going on. There are also a lot of scenes with whispered conversations, making it hard to hear what's being said.The various accents were distracting. Characters spoke with British accents, French, American, and even one guy sounded Scottish. Paul's famous ""Road to Damascus"" scene was surprisingly short. I wanted more.Some of the flashbacks could have been done better. It seemed like they were reusing footage to save money.It drags in some places, especially during the first half. My sister and I both got drowsy and had to keep each other awake. That's not good!Funny lines:""Come, eat. You must be starving."" - Aquilla (John Lynch)""If you're cooking, I don't know if I'm that hungry."" - Luke (Jim Caviezel)""Quit your complaining."" - Luke to Paul""They truly were miserable days with you. I do miss them."" - Paul to Luke Interesting lines:""The Devil sneaks in the darkness here."" - Paul (James Faulkner)""All men are a slave to something."" - Paul""Where sin abounds, grace abounds more."" - Paul""In a moment, you will know you know God's love and I hope it is soon."" - Paul""They will know us for our love."" - PaulIn an online interview with Jim Cazievel, he mentioned how he could watch good Christian movies like Ben Hur over and over. Be sure to watch that movie again this Easter season. It's old, but it's extremely powerful!"
"82",5,"  Great family movie. Enjoyed the story line - although not found in the scriptures, it was an interesting imaginative story."
"83",2.5,"  I thought it was so-so. Gave some visibility to the persecution that Christians experienced in Rome during the time of Nero, but I didn't find the story very interesting."
"84",5,"  I enjoyed the movie. Really made me think about what life was like for the Christians back then. Very moving and outstanding portrayal of Paul & Luke."
"85",2,"  I was hoping for a historical account. This is purely fabricated."
"86",4,"  I enjoyed this movie. James Faulkner was a good Paul and Jim C. was the pivotal character. It showed some of what Christians living under Nero faced - being used as human torches and having to make difficult decisions. The daughter being healed by Luke was a little too obvious but it made you think about how much the early Christians suffered as we sit in our reclining seats eating popcorn."
"87",5,"  A wonderful presentation of the struggles faced by Christians. I have heard many say it should have been called ""Luke"" but I disagree strongly. This movie focused on Paul, his writings, his message, his struggles. Luke played a supporting role bridging the gap between Paul in the Roman prison and the Christians imprisoned in their hideaway in Rome. The emotional struggles and hardships endured for the faith of both were handled realistically. Acting was excellent and believable. The ending was especially moving."
"88",4.5,"  As a pastor with a ThD in early church history, it was wonderful to see the history of the early church come to lif ron the screen. As a follower of Jesus Christ, it was heart wrenching to watch that history play out, also knowing the persecution that exist for Christian today in many countries. The Biblical themes of love overcoming evil and evil being overcome with good were found throughout. For the sceptic, one key aspect of Christianity still holds true: ""Men do not die for things they doubt."" I walked away with one question: Am I worthy to light the streets of Rome?"
"89",4,"  Watched it...first movie I PAID to see in over a year...well worth it... the LIBERAL movie reviewers are DUMBER than DOG SHIT for not liking this movie."
"90",5,"  Powerful performances, strong script, and great production values make this a must-see for teens on up."
"91",5,"  I just saw the movie, me an my husband really enjoyed it. It was great to see this perspective and interpretation. Thank you and keep them coming! ps get ready to cry at the end.."
"92",3.5,"  James Faulkner was really good in this movie and Jim Caviezel has redeemed himself after The Passion of the Christ."
"93",4.5,"  I loved STS Paul and Luke in this fantastic movie, I'm gonna read acts of apostles right now..movie enlightened me so much"
"94",5,"  This is an amazing movie, and is so consistent with the events as presented in the Holy Bible. Very surprising for a movie from Hollywood. To really appreciate it you must know something about St. Paul and St. Luke. I give it 98%."
"95",5,"  Loved it, worth to watch"
"96",5,"  I just watched Paul, Apostle of Christ.It was an excellent movie. As a Christian, it was deeply moving to me and there were several times I was in tears. Especially when Luke healed the centurion's daughter, it felt like a miracle.People of faith will have there faith strengthened by this movie."
"97",5,"  This is a love story about showing the Love of Jesus. It felt more personal. I liked it very much."
"98",3,"  it could have been exciting--all the things that happened to Paul--blinding, shipwreck, jail time. but the screen writers chose to do a movie about the last year of his life. Any exciting parts (not just him talking) were done as slo-mo flash backs. Children will not like, kinda boring. Good story, just boringly told. It will not be a keeper. no reason to watch it twice. even once, just reading the book of Acts is way more exciting than this movie."
"99",5,"  It is an amazing privilage to understand the contents of this movie."
"100",5,"  Brilliantly performed, wounderfully adapted and produced. This movie is a must see. With so many of the movies being produced today lacking real dialogue and meaningful messages, Paul, Apostle of Christ stands out as a testament to powerful magnetic performances with life impacting messages. Jim Cavesiel, one of the best under rated actors of our time, masterfully accounts for Paul's last days as documented and witnessed in his portrayal of Luke. This movie does not require a knowledge of scripture to be enjoyed. It's also rather disappointing that the critics who view Christianity as a threat to secular liberalism feel like it's their duty to attack this movie. Look at the audience ratings or better yet, go see the film and judge for yourself."
"101",5,"  great movie-did not want to see it but wife wanted too. glad we went great acting and would see it again"
"102",5,"  Our culture needed a movie like this. I loved it. It reminded me of how much we can impact others through love, just like Paul and Luke were doing. This movie included the negativity Paul received because of his spreading of Christianity, and to know how much Christianity spread all around the world from these simple 12 apostles is very empowering to me as a Christian. It shows what was going on in Rome, what Paul really did. Whether one accepts or enjoys the truth is up to them, but the film is shown to depict what really happened, not what our society wants to see."
"103",4,"  I loved how the film makers were able to portray the love of the early church without making the individual Christians seem less than fully human. It helps me to understand why and how so few became so many."
"104",3.5,"  Moments of brilliance, but I would have liked more focus on Paul himself. Many scenes seemed dark and underlit; whispering in many scenes, while plausible given the setting, nevertheless sucked the energy out of portions. Overall, it was intelligent and faithful to the characters and delivered some emotional and spiritual punch. I felt it was good but could have been much better with tighter editing, more of Paul's life outside of prison and better lighting / sound editing. I'd recommend it to friends."
"105",5,"  a great movie, the bible deserved it."
"106",4,"  It was moving and heart wrenching at times. It did not have the same impact on me as ""Passion of the Christ"" but it was still good."
"107",4,"  Great movie very accurate"
"108",5,"  Very rarely does a movie come along that I make an appeal for people to see (sadly, particularly a ""Christian"" movie). As a pastor, I like movies, so I see many of them, enjoy many of them, and I like talking to people about them, but I don't often appeal for people to please go watch a particular movie.Yesterday, I went to see ""Paul, Apostle of Christ."" It was simply fantastic. It personalized Paul and Luke in beautiful ways. Sure, they took a few liberties with characters and timelines. I can work with that. What really mattered was how they portrayed one of the most important men in history. They nailed it.I believe Larry the cucumber expressed it best when he said, ""I laughed. I cried. It moved me, Bob."" Whether you consider yourself a Christian or not, go see this movie. This week. Seriously."
"109",4.5,"  Contrary to most of the professional critics, who's politics and genre biased egoes have entered their critiques. I.e. Inkoo Kang (""Naturally, no sticking points about Paul's legacy, like his (disputed) rejection of female church leaders.."") I found this to be a very good movie with very good acting and leaving movie goers with mostly historically based truisms and leaving a good moral backing at the end of the movie, regardless of what is someones religious affiliation. Apparently, this movie is as true today as is depicted in the movie. Only at this juncture in time Christians are not yet being murdered, yet being belittled and besmirched because of ones faith. I guess that is why you see an audience score of 90% verses a 35% on the tomatometer. Silly critics once again you miss the point and try to make yourself better than others."
"110",5,"  The Audiences got this right , the critics got it wrong. A movie full of tears and passion if you know truly what's at stake during these times in Rome."
"111",5,"  As I reflect on what I felt about this movie I am filled with Joy on so many levels. The art of this movie brought the time period to life and put me in the time and place the earliest Christians experienced. They were just beginning to grow in Faith and sacrificed so much. Bringing the words of the Bible to life is extremely personal for me since that is what I try to do in my devotions. This movie made me think in ways I never had about the life of Paul. Go see this movie! I pray this movie will touch all that see it and bring them to a deeper, personal relationship with God."
"112",5,"  I'm a Christian in ministry, so call me biased. But I generally do not like Christian movies nor do I recommend them, so call me unbiased. I was moved to uncontrollable tears by the end of this movie. I recommend it to all believers, especially those sincerely involved in ministry."
"113",5,"  This movie was executed on a cinematic level with The Passion of the Christ. I thoroughly enjoyed it. Love wins in the end, as it always does."
"114",4,"  Pros: Very moving and inspirational. Good acting, with average production quality. Thought provoking and immersive character development for those who have a base of biblical knowledge. Cons: Slow pace, too much use of slow motion, not easily accessible for seekers or those with little biblical knowledge.Overall: an inspirational and encouraging must-see for Christians and perfect for showing to small groups or Sunday School classes."
"115",5,"  Well done. It helped me see Paul in a new perspective."
"116",5,"  Great movie! Just remember it is a story based true events, not an exact replica. All members of the Sanhedrin probably won't like it. Christ is the center and that is all that matters!"
"117",5,"  I've been bible thumping for 35 years. The movie is excellent!!!; everyone should see it; there are some nitpickers who will attack any Christian movie; I think a lot of those who attack this movie are nothing but atheist trolls who hate anything Christian. If you are a Christian or don't hate Christians, then this is the movie to see. Don't listen to Pharisees who will find some iota in the movie that they say isn't 100% biblically accurate. The movie is the best Christian movie of 2018, and for the last 10 years for that matter."
"118",5,"  the same (((critics))) who hate this loved the last jedi and shilled for it like it was the best thing since sliced bread. let that sink in, folks."
