"","Rating","Text"
"18",1,"  Such great characters: Rey, Finn, Poe, Luke, Leia, Phasma, Snoke... All wasted. Didn't really fit the overall story or character developments set up over the last seven movies."
"19",2,"  How many consistency mistakes can you make? Probably cuased by focus on historic stars, story lines and xsucce sfators which do not work any more, at least not for me. So strange that this clumsy movie with overacting actors gets such high scores here."
"20",5,"  The Last Jedi was a great movie, with just 2 decisions that bugged me. 1. The admiral Holdo-Poe conflict was silly and inconsequential, and could have been avoided if she wasn't written in a way to specifically cause anger and conflict.2. Finn's decision to sacrifice himself should have been followed through. They let down a big character changing monent for Finn. Rose's quote in this scene was laughably stupid and cringeworthy.Besides those two points, it is a well directed, beautifully shot movie that was enjoyable to watch and had great action scenes. I'd watch it again, and I can't wait for Episode 9.My honest review of this movie would be 4 stars out of 5, but I want the 5 star review to offset the ridiculous over-analyzing no lifes hating on this movie."
"21",1,"  Luke Skywalker's character was dissed so bad in this film . I can honestly say they made all the characters unlikable .. Director Rian and JJ Abrams .. effed this series royally"
"22",0.5,"  If you were to able to reverse the roles gender wise the women would not have tolerated being the losers that depend on the men to make everything right. So the movie I think failed big time in the writing and characterization of the good guys."
"23",2,"  There were so many problems with this movie from top to bottom. In reading the positive reviews, I'm not sure we were watching the same movies. I watched this at home, which may have missed out on the experience. Poor character development, nonsensical plot, mediocre CGI (especially the stills), and none of the choreography and music that Star Wars has been known to do well."
"24",2,"  Visually amazing in many ways but this has to be the worst attempt at telling a Star Wars story I've ever seenThis is coming from a die hard Star Wars fan who grew up with the movies, video games, books, comics, toys, etc. The whole movie takes place over a span of like 10 hours and does nothing to advance the story. They basically took all the possibilities that TFA set up and threw them out the window. Like is now a coward and useless, Rey is the exact same as before, Kylo is always about to cry, Hux is the least intemidating villian ever, we never find out anything at all about smoke and OH! He's dead now. The entire adventure of Finn and Rose is pointless and just takes away from what's going on with the story. Rose is a completely pointless character who adds nothing. LUKE DIES FOR NO REASON. Leia flies through space. Chewie does nothing. Why doesn't Admeral Halsey just tell Poe or anyone that they aren't all going to die so they don't get involved with the stupid side quest that ends in resistance fighters getting blown up. BB-9E got hyped up and does nothing in the movie. The whole force image of luke that fights kylo is dumb and they both stand really weird the whole time. Rose saves Finn in the speeders by hitting him from directly sideways after she had already turned back and Finn was like 1,000 yards farther along than her. Yoda is great. Ports are great. Nein Nub survives so that's cool. Akbar is dead :(. We still don't really know about Rey's parents or how luke's lightsaber was found. How did the top just rip off of the AT-ST that BB-8 rode on? Soooo what was the point of this movie?"
"25",0.5,"  After years of waiting for luke to return he's a depressed jedi who doesn't want to be found... even after leaving a map behind to find him."
"26",1,"  Really some people thinks this is a Star Wars movie?The original Story is about the Skywalkers, if you want to Watch a movie about pass the torch to a new generation, this is your chance but if you love the original Star Wars Characters avoid this mess"
"27",1.5,"  Very disappointed, I gave it another shot on Blue Ray, it's just as bad, this time even worse because of the negative feelings I already had for this movie. Tried to like it but couldn't, there's no way I'm watching Solo, a pathetic script it's like they re wrote the freaking original with a different spin, but this time it sucks! Killing off one fo the most iconic character in Star Wars franchise. Idiots!"
"28",4.5,"  I loved how the film embraces the idea of balance between the light and the dark. It makes this the most interesting Star Wars film yet."
"29",0.5,"  The problem is the makers of this film where interested more in political statements then making a film worthy of the franchise. Keep ANY politics out of it!"
"30",2,"  I can't believe they were allowed to via away from the original stotyboard, Screwing with the continuity, and leaving no cliffhanger making the last in the trilogy a movie I am no longer interested in. Poorly written, bad choice of director with a self-massaged ego."
"31",1,"  Terrible what have you done ,this is unforgivable"
"32",0.5,"  Can I give this ZERO stars? This was the worst StarWars ever. You kill the ONLY two interesting characters in this movie & you try to FORCE us to be invested in Mary Sue ...I mean Rey, when she is basically Supergirl. This movie wasn't StarWars I don't know what it was. SJW Awakens?"
"33",4.5,"  I loved this movie. I am a long time Star Wars fan who started with episode IV. This is not my favorite Star Wars film to date, but it was defiantly enjoyable to watch."
"34",1,"  IT WAS HORRIBLE....screw rian johnson, kathlene kennedy, and disney for screwing this up...you ruined my childhood with this garbage."
"35",0.5,"  Not only the worst star wars by far but one of the worst movies ever made."
"36",0.5,"  If I could give this zero stars, I would. This isn't just a bad star wars movie, it's one of the worst movies I have ever had the displeasure of watching. Serious plot holes, nonsensical meandering story, and the character development (or lack of) is just awful. To make things worse, the filmmakers appear to be pushing political messages throughout the feature. Not something most people want rammed down their throats at the best of times. Certainly not from a franchise loved by generations of people, from all walks of life, who just want what they have come to expect from a star wars movie.This is not star wars. It may have spaceships, blasters and lightsabers, but that's about it. R.I.P. STAR WARS......"
"37",0.5,"  I desperately wanted to like this movie, I really did. I loved The Force Awakens despite its lack of originality. I thought it was a fun movie that gave just the right amount of respect to the original cast while introducing us to an engaging cast of new characters. I had high hopes for the future of the franchise until I saw this flaming bag of dog doo. After leaving the theater in shock at the total disrespect of the characters and the source material, I took a step back and decided that maybe my initial reaction was too strong. Maybe I needed to give it a second chance and accept that sometimes change is necessary to advance the overall narrative of a story. Unfortunately, after a second viewing my aversion to this movie has only deepened. It is painfully obvious to me that the powers that be who created this disaster of a movie sacrificed quality story telling to advance a political agenda(s). They almost smash you in the face with it its so obvious to me now. What a water opportunity, thanks for nothing Rian Johnson."
"38",1,"  Gets 1 star for great visual effects. Other than that, it's by far the worst Star Wars film to date. The writing is atrocious and full of holes. The story goes absolutely nowhere. It's complete and utter ignorance of established Star Wars lore is insulting. A bad movie on it's own, but an even worse Star Wars movie. Avoid this movie like the plague."
"39",1,"  This film didn't respect the past instead they destroyed it too many jokes and no link to the new trilogy but the film is shot beautifully and it could of been better than this. expand the universe Disney make new threat for the new order and the rebels that will make it more interesting. ps mabe a fan of force awakens will like it more just too many missed opportunities."
"40",0.5,"  Disappointing in so many ways. It fails as a story. It fails as a Star Wars movie. It fails as a Science Fiction movie. It fails it's fan base. It fails to entertain. I watched this movie opening night and left with a great sense of disappointment. I went and watched it a second time just to be sure I wasn't missing somerhing. After the second viewing I went from disappointment to disgust. It is as if they gored a director/writer that hated Star Wars and and somehow conned his way into the franchise to destroy it from within. I will see the next instalment, Solo, but if they let me down there, I will resist seeing the final movie as a form of protest against Disney. Is Disney now the metaphorical Empire/First Order. Do we need to form a rebellion?"
"41",1.5,"  Slow and predictable story line."
"42",0.5,"  Rian Johnson ruined the Star Wars"
"43",0.5,"  Really wanted to like it, and watched it a second time. Fundamentally a horrible movie. Take the star wars name out of it, and all the emotion on both sides. It was an awful movie with wasted character dev, poor story, and completely unnecessary plot holes. Lazily written, and for all of the resources and legacy at their disposal, Disney should be ashamed."
"44",0.5,"  Garbage with nice explosions and battles."
"45",5,"  I loved everything about this movies the good parts, the ""bad"" parts, the ones that didn't make sense but I the thing I loved the most were the answers to the questions the last movie left us with like (SPOILERS): Rey being the balance to Kylo (Explaining her powers), Kylos origings and Luke throwing his ligth saber was hillarious"
"46",0.5,"  horrible excuse for star wars movie..too much forced comedy and strong female leads are over done of course. Can nothing happen organically anymore?!"
"47",2,"  This movie had more potential than any before it ,and they killed it in the worst way ,why was luke skywalker ruined he didnt even get to be redeemed through the movie ,never use this director again."
"48",0.5,"  Terrible. Didn't even make sense."
"49",1,"  What a big disappointment!!!!"
"50",1.5,"  It breaks my heart to say it because I've loved all Star Wars films since I was a child, but that changed with this movie. I don't know why critics assumed fans would like this film; I can only guess they're not savvy to the Star Wars fandom. I'm also not sure where they get the idea that the story telling is decent as it is easily some of the worst I have seen in a movie. This is a sequel allegedly but you could easily not watch the Force Awakens as it throws all of the established plot threads and character personalities out the window to do its own thing. Its own thing being gaping plot holes in the star wars lore, badly written characters and pacing that baffles common sense.Visually it is stunning. But cleaning a toilet doesn't change the fact it is still a toilet. It is watchable, but I cannot watch it without shaking my head in frustration. This was the film that needed to answer questions so we could be excited for the final instalment in this new trilogy. Instead it wastes time and gives answers that carry little weight. Somewhere between the stolen motifs of the original trilogy and thoughtless meandering, the film lost itself. It is upsetting to see such a beloved franchise placed in the hands of people who do not understand it, The Tragedy of Darth Plagueis the Wise is but a shadow when compared to the Tragedy of the Last Jedi and what it could have been."
"51",0.5,"  such a disappointing movie, flawed in almost every way possible. single handedly divided a unified fan base and destroyed a great franchise. star wars is dead."
"52",0.5,"  sin duda la peor película de star wars , los vacios argumentales que hay entre el episodio 7 y 8 son horrible toda las dudas que te genero el episodio 7 a que te las tiran por la cabeza---- quien son los padres de rey? nadie? entonces por que mierda le dieron tantas vuelas en el episodio 7 y por que se ven los padres de rey o quien sea abandonándola en el planeta ¿ quien es snoke ? a quien le importa si ya esta muerto ¿ que sera del grandioso luke skywalker? nada solo se volvió un ermitaño que intento matar a su sobrino por que vio maldad en el jajajajaja nada que ver con el luke de verdad que intento salvar a su padre del lado oscuro sabiendo todo lo malo de sus acciones y lo todas la gente que mato ... a si el guion de la pelicula es asco ose como 20 minutos de relleno en la parte del casino que al final no sirvió de una mierda .... en tema de los personaje nada bueno- finn literalmente un personaje de relleno y igual que rose- rey no avanza nada como personaje-poe tampoco y lo hacen parecer un estúpido- kaylo ren es el único que vi que avanzara como personaje y para mi fue el mejor de la peli ..... en fin toda la culpa de este desastre de peli tiene nombre rian johnson por no guiarse de los borradores de jj abrams para que no tuviéramos tenidos estos vacios argumentales y esta basura"
"53",1,"  This movie doesn't just have plot holes. The entire movie IS a plot hole. As a Star Wars fan since I was maybe 3 years old it just makes me sick what they have done with this series. The problems really started with The Force Awakens, but while that movie had issues, this sequel takes a nose dive right into the ground. The four young main characters of the film are Rey, Poe, Finn, and Kylo Ren. Each of these characters is effectively ruined by the end of the film. Rey, as the Force-user of this series, doesn't really need any training. In The Force Awakens she picks up a lightsaber for the first time and defeats Kylo Ren with it. This would be like Luke defeating Darth Vader in A New Hope. But anyway, we are told throughout The Force Awakens that Rey needs to find Luke who is missing. Why? To get trained, we assume. The entire first movie is a buildup to the cliffhanger scene at the end where Rey meets Luke, and then the film rolls to credits. Yet in The Last Jedi, Luke doesn't train Rey at all. She accomplishes nothing while she is on the island with Luke, except for the fact that she is able to connect with Kylo Ren through the Force, which is one of several Force-powers that we, as an audience, have never seen before. Poe is emasculated in this film. He's supposed to be the Han Solo of this series but he is told he is making bad decisions time and time again by the female leaders of the resistance. Finn might as well not have even been in the movie. He is treated right off the bat like a joke. After trying to heroically save Rey and nearly being cut in half at the end of The Force Awakens, we see him walking around half naked in a water balloon. Because why? I guess it was supposed to be funny. He then spends the rest of the movie running around with this new character Rose on a fool's errand, trying to find some device that will do something to help the Resistance ships escape the First Order because the First Order has some tracking device that blah blah blah blah. Its all a big plot device that doesn't make much sense and doesn't matter anyway by the end of the movie. Finn and Rose also spend time on a Casino planet saving a bunch of anime-horses from being abused while at the same time leaving a bunch of children in slavery. They could have saved the kids from slavery and left the horses but instead they went with saving the horses. Near the end of the movie, Finn has a chance to save the Resistance by destroying this big cannon that the First Order is going to use against the Resistance. He attempts a suicide run but is stopped suddenly by Rose. Because why? I have no idea. Her stopping his suicide run made no sense. Now the First Order is just going to kill them all, right? As far as she knows anyway. Also they're having this little love scene right in front of the First Order. Why the First Order didn't kill both Finn and Rose right there I have no idea. Kylo Ren, and really the entire First Order for that matter, are no longer threatening villains. Kylo was defeated by Rey (who had no training) in the first movie, so why should we as an audience feel threatened by him? Same goes for General Hux. In this opening scene of the movie, instead of having an impressive battle sequence, the director of this film opts to have a joke scene where Poe calls Hux and plays some kind of phone game with him, and Hux falls for it. This is supposed to be funny but its not. What it does is basically render Hux a non-entity. We no longer care about him or are threatened by him after this. Captain Phasma? Another wasted character. She shows up for 30 seconds and dies. They bring Admiral Ackbar in just to kill him off screen. If Admiral Ackbar had been the one to do the suicide run with the Resistance ship instead of Admiral Holdo, it would have mattered. We care about Ackbar. We don't care about Holdo. But they killed Ackbar off screen. The entire sequence with the First Order chasing the resistence fleet makes no sense. Why doesn't the First Order just hyperspace jump in front of the resistance fleet? Why don't they send starfighters to kill the Resistence fleet? Why does the Resistence just send everyone out on transports like Finn and Rose did? None of it makes any sense. Not sure why Leia was in this movie either. We see her using the Force for the first time to save herself from space. Here's two problems with that scene. One: she uses the Force to get back to the ship, but how does she get into the ship through the door without killing everyone inside it? Two: if Leia was so powerful with the Force, why doesn't SHE train Rey? Why does Rey have to go find Luke if she's already got a powerful Force-user right there who can train her? Not that Rey gets trained by Luke at all anyway. The saddest part of this whole movie is Luke. Luke is the hero of Star Wars. Luke risks everything in Return of the Jedi on the belief that he can save his father, Darth Vader, the second most evil guy in the universe, from the dark side, and he succeeds. Why would this hero then turn around and try to murder his own sister's son in his sleep just because he sensed a little dark side in him? Luke would never do that. Never. He also would not hide on an island while that same nephew murders Han Solo and blows up a planet with the Starkiller death star thing. The Luke of this movie is basically a coward. What this movie has accomplished is that it has essentially rendered the sequel trilogy null and void. There is no reason to continue with Episode 9. None of these characters matter anymore."
"54",1,"  no he visto una pelicula tan mal hecha en mi puta vida"
"55",0.5,"  esta pelicula fue horrible y jamas dire lo contrario"
"56",1,"  esta vez si hare caso a los fans esta pelicula es horrible"
"57",1,"  no he visto una pelicula tan mal hecha en mi puta vida"
"58",0.5,"  esta pelicula fue horrible y jamas dire lo contrario"
"59",1,"  esta vez si hare caso a los fans esta pelicula es horrible"
"60",0.5,"  A painful experience"
"61",0.5,"  mmmmmmmmeeeeeeeeeeeeeeeee cagggooo en todo por esta secuela de mierdaaaaaa"
"62",1,"  Marcos Neri dice que las mierdosas peliculas solo se disfrutan m�s con amigos"
"63",0.5,"  mmmmmmmmmmmmmmmmuuuuuuuyyyyyyyyyyyyyy chafa la pelicula fue horrible"
"64",1,"  nnnnnnnnnnnnnnnnnnnnnoooooooooooooooo me gusto es pelicula XD"
"65",1,"  cccccarrraaaammmbaaaa es una horrenda pelicula"
"66",1,"  worst movie of the star wars and sci-fy in general."
"67",0.5,"  mammmmacita esta pelicula es terrible"
"68",1,"  Great visuals but poor WRITING and storytelling"
"69",1.5,"  Good: -Visual Effects (Real and CGI) were amazing-Cinematography shots were beautiful. Bad:-Plot was terrible, didnt tie in with the previous movie. -Random sub plots that were annoying rather than enjoyable. -Story arch was unimaginative and poorly written"
"70",3,"  This star wars is about as fresh as road kill....!!!!I guess it really doesn't matter because it's going to make billions for Disney no matter how redundant it is. Hopefully the next one will have a better script, and the characters will be entertaining and new.For an $8 ticket, you get $8 worth of entertainment."
"71",0.5,"  Hated it. The way Luke dies, the way Snoke dies, and Star Wars dies the exact same way after this film. The film did suprise me here and there but not in a good way. You may have heard it all before but it is a remake of the origanals. The battle of Crait was like the battle of Hoth (the rebellion, as it is now being called again, are being punished by the bad guys and they need to escape). Snoke makes Rey watch the Resistance be demolished in space (like Palpatine with Luke at the battle of Endor). The only new things was the casino which makes it feel like a Dinsey film not a Star Wars film, Luke's character and Star Wars trying to be comedy. Rey hardly has any training and still kicks ass (because of all the feminists today trying to say women are better), Ackbar, a great rebel leader loved by many fans, dies and nobody cared, Holdo takes over and cant be bothered telling her crew what her plan is, causing a huge fight between everybody and waite until most of the Resistance escape pods have been destroyed. Poe turns from a strict pilot who knows what to do to becoming a joker and making decisions he knows that are wrong to blow up a dreadnought, causing most of the fleet to vanquish. And last but not least of all the HUGE disappointments is Leia being able to fly, this one is self exlanatory and I dont need to say anything here. But here is everything I liked about the film now:Thanks for reading."
"72",1.5,"  Biggest flop in SW history. Horrible story telling, killed nearly all continuity and context. Poor decisions, bad writing and characters we are forced to care about... but still don't. They ruined all potential with the classic characters, opting for quick gimmicks and surprises over good character arcs. It's a pretty film, Disney production but, it pretty much ruins Star Wars for me."
"73",1,"  Just more reboots. Lacks that Lucasfilm imagination in ships, planets, characters and story. The death of a legacy."
"74",0.5,"  Too many inconsistencies. The Force Awakens had a few, but this carries it to new heights. As a hardcore fan of Star Wars, I'm not someone who is hard to please. I want to like anything with the brand name. This one, I can;t.First, Rose is on the same level as Jar Jar Binks. Not the actresses fault, just a poorly written story. The entire Fin & Rose arc was TERRIBLE. Fin was somewhat redeemable at the end when he attempts to sacrifice himself, which then gets foiled by Rose.The bombers in this movie are pathetic. Y-Wings would have been far better for the bombing run at the start. All the villains feel incompetent instead of clever. Not to mention, supposedly the First Order has been in the shadows moving so as to not attract attention, then in this movie they are apparently the unstoppable war machine.Rey is still a Mary Sue. Luke is a sissy. And talk about a slap to the face, we don't even get to see Luke mourn for his best friend Han Solo. Additionally, Luke isn't even Luke. You know, Luke, who risked all to save his father. In this movie, he tries to kill his nephew on a whim.What was that last battle? Sure, we'll throw the EU out. Then in Rogue One we show that Star Destroyers have the ability to hover above a city. But in this movie, the Star Destroyers can't enter the planet's atmosphere? One Star Destroyer could've destroyed the entire base at the end no problem.Nope, instead lets land a full mile away and slowly walk an attack force up to the door.This movie was pathetic. It wasn't even enjoyable. I'm not digging into EU concepts because Disney said they don't matter. Fine. At least make a movie that makes sense. This one didn't even fit with any of the past movies. And to make it worse, I came out only having enjoyed one scene, and that was the Kylo Ren fight. (Snoke's death was also as pathetic as the rest of the movie)"
"75",0.5,"  At first though it was a good movie. But it isn't . It has pointless scenes, forced humor, but most of all: disrespected the characters."
"76",2.5,"  An uneven tempo and ham-fisted attempts at humor derail an awkward approach to a classic series."
"77",0.5,"  This has been the worst Star Wars movie ever."
"78",0.5,"  It's a bit late, but I dislike Star Wars: The Last Jedi. I was disappointed about, Luke, Rey,Supreme Leader Snoke, and pretty much the whole story line."
"79",0.5,"  Systematically undermined all the characters of the original trilogy, reversing Luke's character progression entirely.Went from HUGE star wars fan who was excited about the New Canon, and this made me abandon Star Wars entirely.... it's been rough..."
"80",1.5,"  co-directed by tommy wiseau?"
"81",0.5,"  Dropped the ball in every possible way. Would be fine if this movie was just bad and uninteresting; however, it somehow managed to tarnish the legacy of the originals while also damaging the future of the franchise."
"82",5,"  I am not 100% certain as to why this is getting such good reviews with critics, and such terrible reviews with audience. Is it possible that so many audience members truly had no idea what they were going to see? This is quintessential Star Wars, and the newer generation is wrecking the acting of the original one. Mark Hamill's acting in this, is the WORST part of the movie. No one is giving Adam Driver enough credit, and YES the ""last jedi"" is going to be a god damned woman! Why is everyone having such a hard time with this? Rey is 10x the jedi that Luke was anyway. I don't get it. I really feel as though everyone forgot that this is the 8th film in a franchise. Did you see 1-3? Go complain over there."
"83",1.5,"  Another movie franchise that should not have been remade. Lost the movie magic from the classic, now they have made into a crappy film. My 'favorite' part of the movie is when Princess leia dies, but somehow magically flies back to the ship. If you kill a character - kill the character."
"84",0.5,"  I am sorry to say that this movie did little to nothing to advance the franchise of Star Wars. In fact it did a lot of damage. The story writing was bland and the movie editing techniques were poor. Strong story writing raises all characters to the next level. It is not totally dafaming some characters in order to raise others up.Furthermore it leaves us with little to look forward to. If the Mantra of Star Wars is Hope against all odds, this movie did what it told me I need to to It Failed in all categories except one. the visuals were great, and that is all credited to the CGI team and not the director or the producers. Episode 9 has it's work cut out for it. Good Luck JJ."
"85",0.5,"  This was easily the most disappointing movie experience I have ever had. Abrams did a fantastic job with The Force Awakens , creating an intriguing new story and developing meaningful characters essential the to the trilogy. However, all of that is nullified in this movie. The movie revolves around a sense of magical realism that only small children with no higher than a 1st grade education could find remotely plausible, even for a Star Wars movie. The director of The Last Jedi, Rian Johnson, is either the least qualified person on earth to direct a movie or he intended to decimate the characters and plot that were set up in The Force Awakens. He provided us a film with literally no significance or resemblance to the other movies, ruined the integrity of the franchise and introduced absolutely ZERO meaningful plot twists or sequences to set up the next movie. Disney should seriously consider making a another second installment to replace this atrocity as it would generate more revenue for them and provide Star Wars fans with a restored purpose to watch the third installment."
"86",0.5,"  Absolutely awful. I dont even want to see episode 9 now."
"87",2,"  Probably the worst star wars movies to date. Great visuals but a terrible story."
"88",1,"  Its funny to see so many 5 star reviews , trying so hard to make up for the negative reviews even though they merit the backlash for being the worst star wars movie ever made."
"89",1.5,"  The movie is an abomination."
"90",0.5,"  pOSSIBLY THE WORST stAR wARS FILM TO DATE, YES WORSE THAN THE PREQUELS.bETRAYING THE ORIGINAL CHARACTER WHILE PROVIDING NOTHING OF VALUE IN ITSELF. rOSE AND fINN ARE COMPLETELY POINTLESS TO THE OVERALL STORY, rEY'S MARY SUE POWERS ARE STRONGER THAN EVER AND aDAM DRIVER CONTINUES TO BE THE ONLY GOOD ACTOR WHO'S NEITHER MARK HAMIL NOR CARRIE FISHER.gO WATCH SOMETHING ELSE."
"91",1,"  Not plot holes but plot craters, stupid humor, disrespect to characters."
"92",0.5,"  This movie is so bad I will never buy it on dvd. The story is poor the political views shoved into a script that destroyed and ruined Luke and Fin and Poe. It felt like they took parts from the original film and squashed them together in the hope it would work. WRONG..... canto bite is so poor and makes no difference to the plot I'm sure it's a joke played on us all and mr Johnson is laughing in his SJW dark bubble wondering how he got away with this hatchet job. I've returned my DVD and got a full refund this will never get into my Star Wars collection."
"93",0.5,"  Worst movie ever!!!!!!"
"94",3.5,"  bad structured movie but ray kylo and luke carry this movie."
"95",0.5,"  I can't believe how bad this movie was. I've been a huge Star Wars fan since I was 6, and this movie was horrible. The characters we've come to love are exploited in what is essentially creative expression gone wild. It ignores established character traits, and attempts to create emotionally charged connections with new characters we don't even hear speak. Creating very awkward distractions. Star Wars has always tweaked the laws of physics to a certain extent, but the opening battle is ridiculously over the top. Not to mention the first orders ridiculously poor performance. Worst yet the plot try's to reference today's political atmosphere in not so subtle references to feminism, racism, and Marxist references to social inequality. An all to familiar pattern now of the bad white men was quite oblivious. The only exception (Poe) essentially acting like a child who won't listen to his mothers. That is when he wasn't killing everyone by himself. Seriously it was like watching someone play Mario cart at times. I'm going to try and forget this movie was ever made."
"96",1,"  Disapointed they decided to change everything and the director decided to rewrite everything."
"97",0.5,"  Worst Star Wars ever made. Has fantastic visuals, but the story has many flaws, is weighed down with needless distractions, silly moments, characters that go nowhere, and ultimately dishonors the character of Luke Skywalker. This was a wasted opportunity for Mark Hamill and Carrie Fisher and the film makers, who could have given us such a powerful story. But as it is, this film has little return value for me. Very annoyed."
"98",1,"  After such a good restart with The Force Awakens and then Rogue One this is such a disappointment. So many jarring parts such as the Mary Poppins scene and so many others, wasting good characters and failing the spirit of the Star Wars saga."
"99",2,"  This looked like a Star Wars film but it sucked my head, heart and soul dry. I hated the SJW Agendas and pissed me off big time. Visual effects, sound design and musical score was good. Most of the deleted scenes in the DVD should have been included in the movie. Ruin Reylo Johnson is an arrogant snobby self righteous novice filmmaker and bad writer. He didn't take risks and gave TFA the middle finger. It is a poorly made film with shallow characters which literally destroyed Legendary Luke Skywalker. Oh and Leia as Space Jesus...????????????"
"100",0.5,"  The movie has a lot of holes in the plot. Script is boring, and written for small children, not for adult people. How is it possiple, any one accepted, so stupid story. The Story is a problem, not treating characters, for me"
"101",0.5,"  A shell of its former self, this movie lacks everything that makes star wars what it is, other than the special effects. Overall, boring movie, awful writing."
"102",1.5,"  It wasn't as bad as the force awakens, but it made me feel like I just got in a fight with my girlfriend and realizes I don't really want to be with her any more, so far the new trilogy is just terrible, Rouge One was great, instantly became my new favorite, even over empire. But this is horrible, bad writing followed by having characters introduced and guving no explanation about who or why they're there, and then just as fast get rid of them"
"103",2,"  Not consistent with the lore from previous movies."
"104",1.5,"  This was a slightly better film than the phantom menace. The movie starts off well enough but very soon (with in 10 minutes) takes a nose dive into a world of plot holes, political non scene and a complete disrespect for the story told before it. I'm not going to talk about the weak characters or pepper thin plot, that has already been done. Let's instead talk about the horrable treatment of legacy characters. Who are these people??? Luke would never act the way he did. Leia was a non factor. Chewie was pointless..... yada yada.... look I'm not passing judgment on you if you liked this movie and to be honest I didn't hate it. That said.... if this is where the franchise is going eh I will wait till the come to blu ray.... then again I might be out."
"105",0.5,"  SPOILERS: A lot of plot holes, wasted opportunities, and character assassination of Luke's character. Rey is stronger than Luke with almost no training. Finn meets Rose and goes on a pointless mission. Leia floats through the vacuum of space and doesn't die, even though it would have made sense because Carrie Fisher (RIP) passed away during post-production. The Knights of Ren are gone and its never explained what happened to them. Are they Snoke's bodyguards? Who knows? Poe becomes a dumb stereotypical ""male rebel"" character. They never explain how Snoke brought Kylo to the dark side, didn't explain how Kylo killed Luke's students. Luke try's to kill Kylo or (Been Solo) in his sleep even though Luke almost died to prove that there was good in Darth Vader. Rey's parents are nobodies. Didn't explain how or why Rey hears voices from Obi-Wan and see's visions from Lukes 1st battle with Vader, in the Force Awakens when she touches Luke's Lightsaber. Luke sends a projection of himself to fight Kylo so the rebels can escape, but even though he just projects an image of himself he still dies? I could go on but these were the big ones. This movie disappointed a lot of fans. Also hated the fact that Finn is supposed to be an Important character for blacks (because I'm an African-American Male) and He is a useless character. But whatever I'm just another ""Fan Boy"" according to the producers."
"106",1,"  Wasted opportunity. Ruined the lore of star wars, ruined good characters, poorly written movie. Just so disappointing."
"107",0.5,"  Star Wars Episode VII The Last Insult is atrocious. George Lucas would be rolling in his grave if he wasn't still alive. The Farce Awakens didn't do him in, but this just might. He should buy up Disney. Get control of his movies back. And then break out that same hammer that he wanted to use to smash every copy of The Star Wars Holiday Special. P.S. This makes The Phantom Menace look like Citizen Kane by comparison."
"108",0.5,"  The worst Star Wars movie I've ever seen. The Prequels put this film to shame. Characters feel completely forced in and unnatural into the Star Wars universe, plot points from the previous film are forgotten or answers in a way that makes them feel unimportant and makes you appear stupid for thinking they were. Disrespects the mythos of Star Wars and its original characters, and to top it all of, the high ups at Lucasfilm continue to insult the original fans for not liking this movie. Basically if you don't like this movie, your a man baby, a racist, an sexist, and you live in your parents basement. Do not support the Star Wars IP under the influence of Kathleen Kennedy. Do the exact opposite of what Kylo Ren tells you to do. Let the past live, revive it if you have to."
