"","Rating","Text"
"34",0.5,"  Such a bad and weird movie, I can't believe that this won best picture over actual good movies like Logan, or get out."
"35",5,"  A 100% deserved Oscar as the best movie of 2017!!!"
"36",2,"  Best picture?!! HOLLYWOOD CHEESE."
"37",0.5,"  I haven't seen a movie this bad since La La Land. Sure the set design, costumes, and most of the acting was good. I'll never get those two hours back."
"38",5,"  I absolutely loved this movie. The soundtrack as well as the visuals were, as expected from Del Toro, beautiful. I went into the movie not knowing it was one of his movies, but later I was not suprised in the least. Stylistically it was very similar to Pan's Labyrinth. Those two movies, even if very different story wise, conveyed a similar kind of feeling. If you liked one of them, I'm certain you'll like the other as well. I can understand that some might found it a tad too long but I didn't feel that a single scene wasn't necessary for the story as a whole. Which is why for me it's one of the best movies that came out in 2017."
"39",2,"  It was beautiful - and incredibly boring. I just assumed a film about a woman falling in love with the Creature from the Black Lagoon would be more exciting."
"40",3.5,"  A little slow in parts"
"41",1.5,"  This film made interesting choices, and was unique in itself, but it was very uncomfortable to watch, especially because one of the first things we see our main character do in their morning routine, it masturbate in the bathtub. The film was very different, but the plot was very predictable, and it was pretty obvious the entire time nothing bad was going to happen and she was going to end up with the creature from the Black Lagoon in the end, but it what didn't make since to me, is that the scratches on her neck turned into gills and she ended up being able to breah under water. I'd honestly like to see a weird love story like this not have the most strange but predictable ending ever and not end up with a ""happily ever after"". I'd say, if you're thinking about buying/renting this if you missed it in theatres, just pass on it. It's basically soft-core Creature of the Black Lagoon porn (it's almost like a fanfiction more than a movie)."
"42",3.5,"  The visual stylist spins an adult fairy tale that takes elements from ""Beauty and the Beast"" and recasts them in an alternative universe"
"43",3,"  A girl learns how to get it on with a fish while an evil government officials fingers rot off...ehhh 3 stars"
"44",3.5,"  Not at all what I was expecting. Alot of throw backs to old Hollywood. All the performance's were great. The creature design was beautiful and the story was surprisingly sweet. I don't think it is for everyone but I think film fans have alot to appreciate in this one"
"45",0.5,"  Terrible. Unintentionally hilarious in parts. Boring in most others."
"46",2.5,"  no tan buena como dicen los ""criticos"""
"47",1,"  visually A beautiful movie but very disappointing. The dialog, story, and characters left me wanting more. It was like an episode of the twilight Zone or outer limits that I see on the scifi channel. An interesting concept but not executed well. definitely not 'best Picture of the Year'."
"48",5,"  I enjoyed too much this movie. I loved Sally Hawkins and Michael Shannon interpretations. Sadly they didn't won an Academy Award. I liked the Plot Twist at the end. I loved the soundtracks of the movie, it's fits perfectly in the movie. And the labs based on the year."
"49",2,"  Sally Hawkins and Richard Jenkins were the only redeeming factor to this film. Not a fan of Sci-fi, big hollywood special effects. There should be a category for this, because the Big Sick, was the best film, imho."
"50",5,"  Loved the soundtrack and Sally Hawkins was fantastic in this movie."
"51",2.5,"  FLAW: The creature was scooped from the Amazon, right? But the woman adds salt to the water in the tub to keep the creature alive, right? Why? The Amazon is freshwter."
"52",0.5,"  This movie was only duller the second time around. I personally find the characters completely 2 dimensional good/bad.The lack of grey makes this movie dull and uninteresting. The only person who seems real is the best friend's husband that calls the police. To be fair that's the only normal response in the entire film."
"53",4,"  In the era of the paranoid 1960's, Elisia (Sally Hawkins), a mute cleaner working at a government laboratory, befriends a strange fish-monster (Doug Jones) held captive there. When the monster's life is threatened by a hostile agent (Michael Shannon), Elisia, along with her neighbour Giles (Richard Jenkins) and a sympathetic Russian scientist (Michael Stuhlbarg) bring the creature to her home, where she starts to develop stronger feelings for the lonely beast....Taking inspiration from Universal's Creature from the Black Lagoon along with themes from some of his other films such as Pan's Labyrinth and Crimson Peak, Guillermo Del Toro's latest film is a haunting, yet visually stunning Beauty and the Beast tale that brings the career of one of the best fantasy directors out there back to his roots in the dark fantasy genre in the vein of Cronos and The Devil's Backbone.Much like how Devil's Backbone and Pan's Labyrinth used the setting of the Spanish Civil War and Francoist Spain as a way integrating fantasy with reality, The Shape of Water uses the Cold War setting to it's full advantage in it's themes within the main narrative of Elisia and the Monster facing antagonists who are motivated by fear of anything that isn't the perfect image of a ""proper"" American with the characters of Giles and an African-American cleaner named Zelda (Octavia Spencer) having to undergo their own subplots of being rejected by society with the former being homosexual and the latter not being white.Although some people may find the fact that Del Toro regular, Doug Jones is playing another intelligent fish-monster after previously playing a similar creature Abe Sapain in the Hellboy films slightly amusing, both he and Sally Hawkins have a heartwarming romantic arc as shown in several sequences where they bond over sign language, even if it's a bit less interesting than the ones featured in those films.Overall, The Shape of Water is another great fantasy epic from Guillermo Del Toro that should satisfy both his fans and for anyone looking for a late Valentine's Day film that offers something that better, down where it's wetter, under the sea."
"54",4,"  Hook, Line and SinkerDel Toro's unique Oscar winning tour de force confirms the Mexican as the greatest fantasy film maker alive. Visually sumptuous, the film boasts great performances throughout. The story is compelling and involving and deserves close attention.On the surface, it is an unlikely love story between a deaf mute cleaning woman and a captured creature that lived in the Amazon - so much, so Creature of the Black Lagoon. What drives this film is hatred of men - misandry - and a rejection of the 'patriarchy' in no uncertain terms. Hence, it won Best Picture in the year of MeToo.While this is involving it is also undermining. No heterosexual male character is remotely admirable - the Frankenstein lookalike Michael Shannon, who plays the creature's persecutor, the General, even the black cleaning woman's husband - all come in for narrative vitriol. The only male characters to be portrayed as humans are the gay artist neighbour (Jenkins) and the communist spy (Stuhlbarg). It is the women who are virtuous and triumphant - the mute cleaning woman (Hawkins), her buddy (Spencer), who conspire to save the creature from being murdered and cut up by setting him free to return to the sea.So the fantasy is really similar to Pan's Labyrinth - a tale of misandry, in which the patriarchy surpasses women, gays and nature to control, dominate and even, kill it. It plays to the current feminist narrative with relish, the story turning ghoulish and bloody to make the points unmistakable. It is stil a great film - original, brilliantly written, directed and performed. But what underlines the story cannot be glossed over or excused. It is a hate letter to the imagined patriarchy and to heterosexual men. Period."
"55",4,"  Screwing with amphibians for dummiesTHE SHAPE OF WATERTruly original movies, or at least the utter feeling of novelty when watching a film is very hard to come by. Guillermo del Toro's proves himself again as one of this generation's most visionary filmmakers constructing a film that feels as refreshing as a swim in the lake*. This movie is one of the most fascinatingly intelligent of this year, it's a daring and historic endeavour in the movie industry. And look, it isn't by chance that this movie has flushed away* the competition when it comes to Oscar noms, the film is the most lavishing technical masterpiece of this year: the resplendent production design is pushed to perfection, building not only a space that is so removed from us both chronologically and visually, that it's exaggerated to create a distinct world where such a creature is justifiable; the French-inspired score by Desplat who compliments the story making them indissociable; the murky and unwonted cinematography with bold stylistic/ colour choices which makes every shot a underwater dream; and the impeccable sound design. However, I don't agree with the editing nom as I find that it's the movie's biggest blemish because it's moderately overcut, there are many tone shifts across scenes where there should be none and the way that conflict is carried out throughout the runtime is not at all balanced. It's also lacking way more care when to spend time with our characters to develop their relationship to the longest extent (instead of jumping over some days at a time). Conversely, the Academy failed to nominate one of the best visual effects of the year, striking a dashing balance between practical and digital effects. When they're on full display, you don't doubt the creature's credibility and when they're not so flashy, you can't even notice their presence and that's what that craft is all about. It also features immensely successful actor-character pairings as Michael Shannon taps again into his ability to play a sociopath creating a menacing antagonist and Richard Jenkins serving as the protagonist's partner in crime alongside Octavia Spencer who doubles as a comic relief. Of course, Sally Hawkins is mouth-watering* in her portrayal of a mute woman who is not tamed by her disability but rather strength by it. She complements the quiet nature of the monster who, like her, can't talk, reinforcing that communication can be dissociable from speech and does not imply it, which in turn allows the director to adhere to one of cinema's biggest lessons: show, not tell. By giving the mute woman the spotlight and by placing the black woman and gay man as the voices of conscience that can actually talk, del Toro gives expression to the voiceless, those fish out of water* who are pushed away by society and are thought to be inferior. That contributes and is interleaved with the movie's theme of unconditional love, a love that disregards the societal anger towards a different skin tone or species, that fear of the other, of what we don't understand which continues to contaminate the world today. The creature is the only one who sees Elisa despite of her disability. Also, Elisa is treated as an independent and highly intelligent woman who is unapologetically shown masturbating (which is rare) and shifts the role of damsel, being the one who saves her lover. All that makes the movie unimpeachable from an ideological point of view but it's so much more than that. Del Toro wears its references crystal clear and his love for misunderstood monsters from his childhood is evident (he wants to rewrite the faith of the creature of the Black Lagoon). It's a love letter to Classic Hollywood films combining the ideas of B horror movies with the grace of Golden Age musicals. It's the most musical-like film of the year without even being a musical as it borrows the essence of Astaire and Kelly's movements to imprint the film with a dream-like fluidity. At the end of the day, this adult fairly tale is one of the most captivating films of the year, it's an all-inclusive, female-empowering musical feature that isn't shy on showing sexuality or violence. A fascinating film to watch and a kiss on a monster's slimy cheek. *Warning: FrameReel apologizes for the overuse of bad water-related puns"
"56",3,"  Pic's initial set-up discloses mediocre treatment given to a unique premise - a regulation-issue U.S military lab receives a unique wild creature captured from the depths of South America's jungles. Unlike many amphibians, it is humanoid, with a bipedal upright posture and a face with eyes and lips, with the crucial factor being its breathing organs that respire both in air and water. With the scientists unable to fully analyze its unique physiology, the military hits upon the brilliant idea of killing the creature by vivisection so that its secrets will be finally laid bare. In this barbaric equation, where's the relief ? It comes in the form of Elisa Esposito - the facility's petite cleaning woman, who is mute. She is not a physical beauty but there is a gentleness in her demeanour that is like a calming surf. This quietly angelic and elegant essence is exquisitely conveyed by Sally Hawkins. Early on, we see her naked body descending into the bath-tub and I later wondered what was the purpose of this element of nudity apart from its elemental appeal. Presumably, Del Toro's idea is to show her as she is, with no secrets at all , an uncorrupted transparent presence. She takes a liking to the aquatic humanoid and the feeling turns reciprocal. They are both outsiders , and yes this is a movie that also bows its gills to the plight of the gay, and the African-American. That admirable sentiment should be handled delicately of course, with artful amplification without shouting it from the rooftops, but Del Toro is unable to develop that poignant dynamic to its acme. There are some exquiste whispers to this effect though, as the aged Giles (an excellent Richard Jenkins looking, sounding and emoting very much like an aged Walter White) sits beside a bath-tub and spills his heart out to his partially comprehending one-off counterpart.The picture is a success on many fronts till the half-way point, and after that while its retains its narrative sensibility, the imagination mucks around on the ocean bed, not finding much to vary the palette. Elisa takes a very bold decision ( cf. the govt.-alleged activity of Wikus van de Merwe of 'District 9' ) and her decision one fine evening to 'run the tap' flows into a gloriously wreckless beauty of a scene. The movie is not coy about what our unshackled Amphibian Man can be, and his encounter with a cat fully justifies a scream. Yes, there are some fantasy touches of what he can do , but it pales in comparison to what Spielberg achieved when he sets Agatha and John loose in a mall in ""Minority Report"". The biggest weak link is the villain - Colonel Strickland competently enacted by William Shannon. For me it is impossible to see him without remembering ""Jaws"" - the giant-like man of craggy-boulder, scary face played by Richard Kiel as the ultimate villain in some Bond movies. Del Toro might very well have been looking to channel this scary-giant effect when he used Shannon for the role. It is worth noting how both the monsters, the one inside the water and the one outside, take a liking toward the simple and docile lady in their perimeter. Shannon though has a very limited brief - to act like an alpha prick with everyone, to bloodily beat up the Ambhibian Man, and to have brutally mechanistic sex with this wife. The role becomes straight-jacketingly two-dimensional and if Shannon tried to improvise some much needed dual shades, it either doesn't come through at all or Del Toro quashes it. More @ Upnworld"
"57",5,"  Everything fans of inter-species romance have always wanted but never thought they would get."
"58",4,"  Great Writing: 2 StarsA peculiar fantasy period piece!. Some of the motives of the characters waiver a bit at times, But nothing TOO distracting.Great Production: 2 StarsSet design, special effects and lighting were all memorable! While i enjoyed the blue green scheme i felt it kept it from being truly beautiful!"
"59",3.5,"  Beautiful visually. Wish I'd seen it on the big screen. Think my expectations were too high given it won the Oscar, but still pretty darn good."
"60",3,"  Slow start picks up a bit later, but quite average in the end"
"61",4,"  Colorful period piece."
"62",1,"  Fuck no! The entire movie was a obnoxious, poorly plastered sequence of weird ass shit. Would not recommend. The main character thats mute turns out to be a alien and goes off to live happily ever fucking after underwater with some Loch Ness looking thing that escaped the high security military base the main character worked at; only escaping with the help of the main character. WARNING she fucks the creature from the black lagoon looking alien thing."
"63",3.5,"  Of all the Best Picture nominees of 2017, I was the most excited to see this movie, and was thus the most disappointed when it turned out that it wasn't all it was cracked up to be. It's good, yes, but not nearly up to the caliber of Del Toro's incredible ""Pan's Labyrinth"". It's a lovely little fable about two outsiders who find each other and fall in love against all odds, and it's all very sweet. But honestly, this story could just as easily been told as a Disney animated film. The story is unoriginal and the characterizations are one dimensional. Everyone in the movie is either a really good and moral person or a raving sociopath (I'm looking at you, Michael Shannon! But oh, doesn't he always play that raving sociopath role to perfection?). It's all very basic and predictable. I did love the imagery - it's a romance that looks like a horror movie, and it really worked for the story (all the direct references to ""green"" were a little much though... yes, we get it, the movie is green). But at its core, it's a parable about ""otherness"" in a world in which you do not belong, and the loneliness that this breeds. It's sad, but sweet at the same time. But there are too many eye-rolling moments for me to call this one of the best films of the year."
"64",3.5,"  MILD SPOILERS This is a tough one. A genuinely twisted love affair (as you would expect from Del Toro) that is beautifully shot. However I had two problems with it, and the first one is that the music that is chosen seems to be at odds with the setting. I'ts 1950's America and a lot of the backing is French style mournful/playful accordion that is better suited to Amelie (or if you're English then it would be 'Allo 'Allo). It just really jarred with what I saw onscreen and actually detracted from the tension/romance etc.The second problem that I had was the fact that all mean (except the gay character) are portrayed as total psychos/idiots. Except for a gay character and a communist spy. The culture of the USA in the 50s is shown as being brutal and uncaring. And of course, the women are the only ones with any sense whatsoever. Normally I don't care about this stuff but it seemed exceptionally heavy handed in this case and didn't really serve the plot in any way. Anyway, that is more of an indepth cultural analysis. It's a good film but don't expect it to reach the heights of Pan's Labyrinth. I suspect the Oscars that it received may well be because of the more in depth analysis that I have mentioned here, rather than the strength of the film itself!"
"65",4,"  While the premise of bringing back a classic movie monster for an interesting new story is a brilliant idea, it did not translate as well onto the screen. It's story is underwhelming, riddled with plot holes and at times is preachy with its overplayed themes of the struggles of America's disenfranchised in the 60's. Nonetheless it is a technical masterpiece from its gorgeously detailed costumes and sets to its unique soundtrack and ingenious cinematography. Despite its style over substance problem it still retains a sort of weird charm that makes it absolutely worth it to see."
"66",1.5,"  I'm not going to lie, I skimmed through it. I didn't even stay for the ending. The plot, the characters, and the romance were so badly constructed, it was torture. Only the cinematography (though the coloring could have looked less sickly with a little bit more orange or coral) and the premise were interesting and for those, I am going to give it 1 star. The acting was ok, so here is another 1/2 star. I recommend you to do something better with your free time (e.g. watch Pan's Labyrinth)."
"67",4.5,"  Very well done. Deserved the Oscar."
"68",4.5,"  Guillermo takes a fairly generic forbidden love plot and masterfully crafts it into something you've never experienced before. Everything about this movie was well polished. It felt like he was given complete artistic freedom to realize his vision."
"69",1,"  Too violent and predictable"
"70",2,"  A mute fell in love with a ""fish"", take it away fr the research facility f#%k with the fish, got killed but the fish bring her back to life by turning her to a fish~ call me narrow minded but i cant understand how is this a good story telling.. this is the reason im not interestted with Oscar anymore.."
"71",5,"  Del Toro knocks it out of the park with this movie. Well deserving of the best picture."
"72",3.5,"  It was OK. Visuals were amazing - as usual - and I really liked Michael Shannon but an extremely predictable main story pulled it back into mediocrity."
"73",5,"  The best picture, acting and directing I have seen so far. Immersive and so believable. You live through the script with characters."
"74",2,"  An interesting concept squandered by shallow storytelling and forced conflict. Painfully predictable and hollow."
"75",0.5,"  This movie was terrible. Very boring, slow moving, predictable, and hokey."
"76",5,"  An artistic masterpiece. It was like watching a painting that moved."
"77",3.5,"  Good not great movie with del Toro's usual great visuals but best movie of the year?????I think not."
"78",4.5,"  Really like this movie from the way it shot and the characters in the story. The story is unique enough to keep me engaging for the whole time."
"79",3,"  While being masterfully crafted and visually flawless, The Shape Of Water lacks a compelling narrative and dynamic characters. The crude sex scenes served as a cheap and easy way to portray emotions and attributes which could have been depicted much more artistically and tastefully. At times, I was drawn in by the outstanding performances and visual effects. At other times, I was dismayed by the silliness of it all. In addition, I thought the final scenes too closely resembled Del Toro's previous work Pan's Labyrinth. If you're interested in seeing what all the hype is about, give it a watch. Otherwise, I wouldn't recommend it."
"80",4,"  The movie ""Shape of Water"" is about a mute and awkward woman, Elisa, who works at a high-security government laboratory where she meets a strange sea creature. The creature was captured from a South American river and is human and fish like. Those at the government are studying and experimenting on it.The Creature is treated poorly by most of the people at the lab, but especially by the lead villain, a guy named Richard. Elisa, on the other hand, treats the creature as a friend, feeding him, trying to do things to make him happy, and this leads to her eventually falling in love with him. The creature is very special as you will notice in the last scene of the movie. Elisa is also very special so the ending was very appropriate.Even though Elisa does not speak a word in the movie the actress who played the part, Sally Hawkins, did a wonderful job of giving us so much emotion and feeling that it didn't matter. I really enjoyed this movie."
"81",2,"  The Shape of Overrated. I just do not see why this won best picture and director."
"82",4.5,"  A spectacular and beautiful fairy tale made for modern audiences. Sally Hawkins as the mute central character puts in a stunning performance and is matched every step of the way by the largely underrated Doug Jones who's physical performance as the Amphibian Man is every bit as raw and emotional as the human characters. The Cold War story line of a Russian spy in the ranks detracts from the core of the film and had it been removed, the story would have played out in exactly the same way, begging the question of why it was there in the first place. A magnificent love story told in a loving manner."
"83",1,"  Corny story line. Didnt get into any of these characters."
"84",5,"  4.5/5. A unique, powerful, and gorgeous film that deserved its Oscar gold. If you think the protagonists' characterizations (Elisa, Giles, & Zelda) are lacking when compared to the villain (Strickland), think about this: writer-director Guillermo del Toro said they form one character, bringing together three voices from characters that were often silenced in monster movies of yore. It's weird, definitely. If you can open your mind, you might just enjoy this excellent flick."
"85",2,"  Visually artistic, story-wise overrated."
"86",1.5,"  Can't believe this movie won an Oscar and has so many good reviews! I loved Pan Labyrinth and fantasy movies in general but this one lacked character dimensions. Predictable and often illogical."
"87",0.5,"  A fascinating fairy tale was ruined by gratuitous, mean-spirited brutality. This movie should have been given an X rating, not an academy awards! The Academy seems to be obsessed with being politically correct. Why are we not all offended by the horrific images left by this movie? Hitler would have loved it!"
"88",3,"  Weird drama with a semi interesting story, many more deserving productions for the Oscar again this year, still far better than Moonlight."
"89",5,"  Wonderfully shot film..."
"90",5,"  loved it. I haven't seen a movie quite like this , beautifully done and kept me engaged the whole time ."
"91",0.5,"  A miserable movie. I can't believe that this movie won best picture. It is dark and simplistic. I felt agitated throughout. Usually I can see a movie that such an overwhelming majority of people rate highly - and know I'll enjoy it at some level - but no, no. no fun. no mystery. no humor. I don't understand it. I want my money back."
"92",0.5,"  What a boring plot can't believe they wasted so much money on the retro scenes."
"93",5,"  Beautiful film... well deserved oscar"
"94",3,"  visually intriguing and emotionally disturbing"
"95",1.5,"  This movie won the Oscar?! The field must have been pretty weak, or it was an honorary hand out. There was nothing unpredictable. I didn't come away going, ""wow! I never thought about that that way!"" I didn't learn anything. It was an action film with the hook of Elisa's handicap. Fishman's eyes made me want to barf. I get the ""neither of us can talk but we can hear"" bond. I give it 1 of its 1.5 stars for the cinematography. Compare it to Coco...yeah I'm a gringo, but I learned a lot about and discovered new respect for the Day of the Dead ritual. The concept of the remember me song and being forgotten was amazing. So many links in that chain. Unpredictability. The Shape of Water didn't hold a candle to it. I was crying for the last 15 minutes of Coco. I was averting my eyes to the gratuitous violence in the last 15 minutes of this movie. I expect Best Picture to be at least as good as Best Animated. Not even close."
"96",3,"  Ok film about forbidden love, just didn't feel Oscar worthy at times. it has impressive visuals and a strong cast, but the story comes off as slow, muddled, and at times even just plain corny."
"97",5,"  I thought the movie was perfectly made. Wasn't boring not by all means I can't wait until they come out with a 2nd one"
"98",4,"  This is fantasy with wonderful scenes , love story, and deep human drama. The relationship between ""him"" and others is the key of this film. It was really interesting."
"99",3.5,"  Very good, heartfelt and at times gripping drama. Visually really gets the feel of 1962 down and the performances are all top notch. But, and it's a big one ... as with so many movies today it is just TOO long. They could have cut 30 minutes and it would have lost nothing. In fact, it would have probably been a better, tighter story arc. SPOILER ALERT - as pointed out by my brother, who I watched this with, they keep the creature ""captive"" in Elisa's apartment for way too long on the thin pretext they need to wait for rain. Why couldn't they just drive down to the ocean?! Worth seeing, but not as good as some of del Toro's other works.PS For what it's worth, the love story element is the mirror opposite of the one in the movie ""Dagon"", a take on Lovecraft's ""The Shadow Over Innsmouth"" - a thrilling, weird, horror flick well worth seeing."
"100",3,"  I liked the acting and most of the plot. There were some twists that kept me guessing. This is not my fave genre but the cinematography was well done."
"101",3,"  I enjoyed it. Wasn?t perfect but was good"
"102",1,"  How could such a stupid plot win so many awards????? A sea creater and a human falling in love."
"103",2.5,"  *SPOILERS*VISUALLY, a strikingly beautiful and stunning pastiche of better films. A painfully obvious direct ripoff and patchwork reassembly of SPLASH and the Dutch short film THE SPACE BETWEEN US. Even the title of the short film is perfectly echoed in one of the feature film's most iconic shots. Even the recurring verdant sets clearly derivative of Edward Hopper's ""The Nighthawks"", which I kept expecting to see as an Easter egg on a wall. Unfortunately, this flagrant copy breaks no new ground in terms of storytelling. The plot feel and characterization are remarkably shallow. The underlying MESSAGE, strongly anti-white, anti-capitalist, and anti-Christian. The utterly detestable Michael Shannon plays the villain, who is painstakingly painted as a married white Christian male. We got it. And as a cheat, a hypocrite, a racist, a sadist, a misogynist, and a rapey sexual pervert. He despises women, even as he uses them only for sexual gratification and menial labor. He commits anti-Christian acts at every turn whilst paying lip service to God. He is so racist that even his blackening, gangrenous fingers offend him so much he rips them off his body. THEMATICALLY, strong arcs of bestiality and homosexuality complete the anti-Christian mix. Even the mechanism of copulation between fish-man and human-fish-woman was carefully described to make sure we couldn't miss it. A gratuitous masturbation scene was thrown in, presumably to make us understand Sally Hawkins' character was lonely and rejected. We got it. The pro-Communist theme completed by the hero of the film being a Russian communist spy. The American military depicted as crude, unthinking fascists bent on jingoism and evil-doing. The lonely outcasts of society were showcased and denigrated aplenty, with a particularly gruesome mockery of mute persons.STRUCTURALLY, a shot-for-shot ripoff of the aforementioned films, with storyboards you could lay on top of each other and identically trace. The twist was obvious from the beginning, and the entire film very predictable.ACTING was top shelf. Octavia Spencer was her typical likeable and comedic self and did a very fine job. Sally Hawkins and the rest of the cast were also excellent.Highly overrated, with the thefts and warts overlooked due to the trending politically correct anti-American and anti-Christian themes, and other SJW-ish factors. It would be far more enjoyable to one who is blind to, or agrees with its messages, and who has never seen SPLASH and doesn't know about the blatant theft from the short film. I couldn't overcome the negatives and was left feeling disappointed and ripped off.**.25/*****. 92/75. PASS."
"104",1.5,"  What is the big deal here? Best picture? Probably will get forgotten like Moonlight, Shakespere in Love, Birdman and a host of other recent best pic winners. It was interesting, but kind of boring and very very predictable. Visuals were overdone in a 1950's way. Bland and Blah."
"105",4.5,"  A truly captivating unorthodox love story that pushes the lesson so severely that love can truly come out of nowhere and can become anything."
"106",3,"  It's highly ovverrated. Critics like it, God knows why! As an audience member it's like a weirder version of Beauty and the Beast, and darker too. Too bloody and ronchy for my liking. Kinda awkward too, like the movie ""amelie"""
"107",0.5,"  92% tomatometer rating?? very telling who Rotten Tomatoes serves. Makes one skeptical of RT's reviews. As for the movie...only movie so far that i actually want my money back."
"108",0.5,"  this script was written by a kindergartener daughterr of a sjw with a crayon"
