"","Rating","Text"
"128",4,"  If you have little ones who are familiar with Peter Rabbit then go see it with them. Plenty of laughs for the adults and great time spent together with the kids."
"129",3.5,"  Cute. And better than I expected."
"130",4,"  Peter Rabbit - Review (2018)The Good Its much better than its suppose to be The Running gag with the Birds singing The Stellar cast - Domhnall Gleeson, Rose Byrne, Sam Neill, James Corden, Daisy Ridley, Margot RobbieThe CGI animation is pretty good Its cute and warm hearting for the entire family The Electric fence gag The Bad The story is quite simple The weird choices of songsSam Neil is quite wasted some what Overall: This was a fine alright kids movie to watch Overall Grade: B+"
"131",1.5,"  This is a bastardization of the lovable rabbit we know and love."
"132",5,"  i dunno i actually really liked it because it was cute. sometimes you dont really need to analyze things in order to enjoy them."
"133",0.5,"  worst movie for childrens"
"134",2,"  This is probably a fun movie for the little ones. Age range 2 to 5 years old. Unfortunately, where movies like Ice age and other animated blockbusters have something to offer for everyone, Peter Rabbit gets stuck in seen-before slapstick sequences and repeated chase-scenes. The story-line is bumpy, like the writers were struggling with their lack of imagination and originality. It's difficult to actually say something about this movie, because the moment it's finished you've already forgotten you've watched it. I'm sure the Beatrix Potter-fans have something more to say about this movies. I have never read the books about Peter Rabbit, so I wasn't influenced while watching, but certainly wasn't impressed. @Korben_Dallas on Twitter"
"135",5,"  I thought this movie was charming. My grandchildren and I enjoyed the story and the humor very much. They talked about the movie for day's after seeing it. It was refreshing to watch."
"136",1.5,"  Actually a let down, I loved the books as a kid and unfortunately this just lacked all the charm of the books and the whimsy."
"137",1,"  Not the Peter rabbit I remember."
"138",4,"  This is a fun movie for the kids and adults. I laughed a lot."
"139",5,"  Very entertaining for the whole family. Ignore the Critics."
"140",5,"  I thought it was a great movie. Funny and clever."
"141",5,"  It was a great movie! If you want a good laugh this is the movie for you!!! Domhnall Gleeson did an amazing job! James Corden and Daisy Ridley were spectacular as well! I loved the movie so much!"
"142",3,"  It was a good show, just not a great one. Had funny moments."
"143",3,"  A very cute and funny movie. Decent enough to keep an adult interested throughout. The jokes were aimed at both adults and children and were reasonably funny. The only thing that didn't really fit was the poor choice of soundtrack music - modern pop songs just didn't fit with the countryside idyll the film was trying to portray."
"144",5,"  This movie is great. It is truth that 90% now that movie are fallling for their neighbors. Like one of my friend does. But there are no such things as talking rabbits. But....the movie were fun."
